Student_ID,Age,Gender,Branch,Graduation_Year,CGPA,LeetCode_Problems,DSA_Level,GitHub_Repositories,Open_Source_Contribution,Total_Projects,Major_Project_Level,AI_ML_Projects,Deployment_Experience,Internship_Count,Internship_Domain,Python_Level,SQL_Level,PowerBI_Level,MachineLearning_Level,Statistics_Level,DeepLearning_Level,LinkedIn_Profile,GitHub_Profile,Portfolio_Website,Industry_Certifications,Communication_Level,Target_Role,Preferred_Domain,Placement_Score,Placement_Status
2982,23,Male,ECE,2026,10.0,100,Intermediate,2,Yes,4,Intermediate,3,No,0,None,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Yes,Yes,No,1,Average,Data Analyst,Data Analytics,48.5,Placed
2983,21,Female,CSE,2025,5.85,279,Intermediate,4,No,2,Intermediate,2,No,1,Cloud,Advanced,None,Intermediate,Advanced,Intermediate,Intermediate,Yes,Yes,No,3,Average,Data Analyst,Data Analytics,43.98,Not Placed
2984,20,Female,Data Science,2026,7.51,54,Beginner,4,No,4,Intermediate,4,No,1,Cloud,Intermediate,Intermediate,Beginner,Beginner,Beginner,Beginner,Yes,Yes,No,1,Good,Software Developer,Software Development,39.03,Not Placed
2985,21,Male,IT,2027,8.64,169,Intermediate,3,No,3,Intermediate,1,Yes,0,None,Intermediate,None,Beginner,Intermediate,Beginner,Intermediate,Yes,Yes,No,2,Good,AI Engineer,AI/ML,44.61,Placed
2986,22,Female,AI/ML,2026,8.54,68,Beginner,3,No,1,Basic,0,No,2,Cybersecurity,Beginner,Advanced,Beginner,Beginner,Intermediate,Advanced,Yes,Yes,No,4,Excellent,Data Analyst,Data Analytics,45.5,Not Placed
2987,23,Male,ECE,2027,8.35,173,Intermediate,4,No,4,Intermediate,1,No,0,None,Beginner,Intermediate,Beginner,Beginner,Intermediate,Intermediate,Yes,Yes,No,1,Excellent,Machine Learning Engineer,AI/ML,45.0,Not Placed
2988,21,Male,IT,2028,7.18,36,Beginner,6,No,4,Intermediate,2,No,2,Cloud,Intermediate,Advanced,Beginner,Intermediate,Intermediate,Intermediate,Yes,Yes,No,1,Good,Data Scientist,Data Science,45.8,Not Placed
2989,20,Male,AI/ML,2025,8.85,39,Beginner,8,Yes,0,Basic,0,No,1,Web Development,Advanced,Beginner,Beginner,Advanced,Intermediate,Advanced,Yes,Yes,No,0,Average,Data Analyst,Data Analytics,40.78,Not Placed
2990,21,Female,Data Science,2027,8.41,99,Beginner,4,No,2,Intermediate,0,No,1,Other,Beginner,Intermediate,Beginner,None,Intermediate,Intermediate,No,Yes,No,6,Good,Data Analyst,Data Analytics,41.0,Placed
2991,24,Female,Data Science,2028,7.71,287,Intermediate,4,No,2,Intermediate,2,Yes,1,Cybersecurity,Intermediate,Intermediate,None,Intermediate,Intermediate,Intermediate,Yes,Yes,No,5,Good,Data Analyst,Data Analytics,50.62,Not Placed
2992,20,Male,Data Science,2025,7.74,31,Beginner,9,No,4,Intermediate,2,Yes,3,AI/ML,Intermediate,Intermediate,Beginner,Beginner,Intermediate,Intermediate,No,Yes,No,3,Good,AI Engineer,AI/ML,50.14,Placed
2993,22,Female,IT,2028,7.2,323,Advanced,8,No,3,Intermediate,0,Yes,0,None,Intermediate,None,Advanced,Beginner,Intermediate,Intermediate,Yes,Yes,No,0,Excellent,Data Analyst,Data Analytics,49.14,Not Placed
2994,23,Male,AI/ML,2027,6.59,173,Intermediate,5,No,5,Advanced,3,No,1,Data Analytics,Intermediate,Beginner,Beginner,Beginner,Beginner,Beginner,No,Yes,No,2,Good,AI Engineer,AI/ML,44.28,Placed
2995,21,Male,CSE,2025,8.74,272,Intermediate,3,No,7,Advanced,1,Yes,0,None,Intermediate,Intermediate,None,Beginner,Intermediate,Advanced,Yes,Yes,No,2,Poor,Data Scientist,Data Science,50.46,Placed
2996,20,Male,CSE,2028,8.81,137,Intermediate,8,No,2,Intermediate,2,No,2,Other,Intermediate,Beginner,Intermediate,Intermediate,Beginner,Intermediate,No,Yes,No,2,Good,Data Analyst,Data Analytics,49.48,Placed
2997,24,Female,CSE,2027,6.62,152,Intermediate,5,No,4,Intermediate,4,Yes,1,Cloud,Intermediate,Advanced,Intermediate,Intermediate,Beginner,Intermediate,Yes,Yes,No,1,Good,Machine Learning Engineer,AI/ML,48.22,Placed
2998,20,Female,CSE,2028,7.35,112,Intermediate,5,No,4,Intermediate,1,Yes,0,None,Beginner,Intermediate,Advanced,Intermediate,Intermediate,None,Yes,Yes,Yes,0,Average,AI Engineer,AI/ML,41.68,Not Placed
2999,24,Female,IT,2025,7.36,103,Intermediate,6,No,3,Intermediate,3,No,1,AI/ML,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Advanced,Yes,Yes,No,2,Average,Data Analyst,Data Analytics,44.06,Placed
3000,22,Female,Data Science,2025,7.47,223,Intermediate,5,No,1,Basic,1,No,1,Data Science,Beginner,None,Intermediate,Intermediate,Beginner,Beginner,Yes,Yes,No,0,Average,AI Engineer,AI/ML,35.39,Placed
3001,23,Male,Data Science,2025,7.56,55,Beginner,6,No,1,Basic,0,No,0,None,Beginner,Intermediate,None,Advanced,Beginner,Intermediate,Yes,Yes,No,2,Average,Data Scientist,Data Science,31.34,Placed
3002,22,Male,Data Science,2027,8.45,135,Intermediate,8,No,3,Intermediate,3,No,0,None,Beginner,Intermediate,Intermediate,Beginner,Intermediate,Beginner,Yes,Yes,No,5,Good,AI Engineer,AI/ML,43.42,Placed
3003,21,Male,IT,2028,6.75,30,Beginner,3,No,1,Basic,0,Yes,0,None,Advanced,Beginner,None,Intermediate,Beginner,None,Yes,Yes,No,6,Average,AI Engineer,AI/ML,31.65,Not Placed
3004,20,Male,AI/ML,2028,6.65,41,Beginner,6,No,2,Intermediate,1,Yes,0,None,Beginner,None,None,None,Intermediate,Beginner,Yes,Yes,No,2,Excellent,Software Developer,Software Development,31.42,Not Placed
3005,24,Male,IT,2027,8.74,125,Intermediate,5,No,5,Advanced,5,No,1,Other,Intermediate,None,None,Beginner,Beginner,Beginner,Yes,Yes,Yes,1,Excellent,Machine Learning Engineer,AI/ML,48.36,Placed
3006,24,Female,AI/ML,2025,7.04,79,Beginner,4,No,5,Advanced,4,No,0,None,Intermediate,Intermediate,Intermediate,None,Intermediate,None,Yes,Yes,No,2,Good,Data Scientist,Data Science,38.26,Not Placed
3007,20,Male,ECE,2026,6.24,114,Intermediate,7,Yes,1,Basic,0,No,3,Data Science,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Beginner,Yes,Yes,Yes,1,Good,Machine Learning Engineer,AI/ML,45.99,Not Placed
3008,20,Female,Data Science,2025,7.01,63,Beginner,7,No,4,Intermediate,2,Yes,0,None,Intermediate,Intermediate,Beginner,Intermediate,Beginner,Intermediate,Yes,Yes,No,0,Average,Data Engineer,Data Engineering,37.16,Not Placed
3009,21,Male,CSE,2026,7.17,206,Intermediate,2,No,1,Basic,1,No,2,Data Science,None,Beginner,Beginner,Intermediate,Intermediate,Intermediate,No,Yes,No,8,Average,Software Developer,Software Development,42.43,Not Placed
3010,22,Male,Data Science,2025,9.05,44,Beginner,8,No,1,Basic,0,No,1,Other,Advanced,Intermediate,Intermediate,Advanced,None,Intermediate,Yes,Yes,No,1,Average,Software Developer,Software Development,40.26,Not Placed
3011,24,Female,AI/ML,2027,8.42,404,Advanced,5,No,5,Advanced,2,No,3,Other,Intermediate,Intermediate,Beginner,Intermediate,None,Intermediate,Yes,Yes,Yes,2,Good,AI Engineer,AI/ML,64.1,Placed
3012,21,Male,CSE,2026,8.65,313,Advanced,8,No,0,Basic,0,No,2,Web Development,Intermediate,Beginner,Beginner,Intermediate,Beginner,Intermediate,Yes,Yes,No,1,Good,Data Scientist,Data Science,49.5,Placed
3013,22,Female,Data Science,2027,8.32,188,Intermediate,5,No,2,Intermediate,1,No,1,Cloud,Intermediate,Advanced,Intermediate,Intermediate,Intermediate,Intermediate,Yes,Yes,No,0,Good,Machine Learning Engineer,AI/ML,48.66,Not Placed
3014,21,Female,AI/ML,2026,8.45,38,Beginner,5,No,2,Intermediate,0,No,2,Data Science,Intermediate,Beginner,Beginner,Beginner,Beginner,Beginner,Yes,Yes,No,3,Excellent,Data Analyst,Data Analytics,43.47,Placed
3015,24,Male,CSE,2028,6.81,115,Intermediate,3,No,4,Intermediate,1,Yes,2,Other,Beginner,Intermediate,None,Beginner,None,Intermediate,Yes,Yes,Yes,2,Average,Machine Learning Engineer,AI/ML,43.74,Placed
3016,20,Female,ECE,2026,7.3,197,Intermediate,6,Yes,5,Advanced,5,No,3,Web Development,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Beginner,Yes,Yes,No,6,Average,Data Analyst,Data Analytics,57.26,Placed
3017,20,Male,Data Science,2026,6.51,262,Intermediate,1,No,3,Intermediate,2,Yes,0,None,Intermediate,Beginner,None,Intermediate,Beginner,None,Yes,Yes,No,3,Excellent,Data Scientist,Data Science,42.65,Not Placed
3018,22,Male,IT,2026,7.29,261,Intermediate,6,No,3,Intermediate,2,No,1,Other,Intermediate,None,Advanced,Intermediate,Beginner,None,Yes,Yes,Yes,2,Excellent,Machine Learning Engineer,AI/ML,46.9,Not Placed
3019,23,Female,Data Science,2028,8.18,226,Intermediate,6,Yes,1,Basic,1,No,1,Data Analytics,Beginner,None,None,Beginner,Intermediate,Beginner,No,Yes,No,1,Good,AI Engineer,AI/ML,38.75,Not Placed
3020,22,Male,AI/ML,2027,7.63,15,Beginner,4,No,2,Intermediate,1,No,1,AI/ML,Intermediate,None,Intermediate,Advanced,None,Beginner,Yes,Yes,No,0,Average,Data Analyst,Data Analytics,34.58,Placed
3021,23,Female,AI/ML,2028,8.81,57,Beginner,7,No,4,Intermediate,2,Yes,1,AI/ML,Intermediate,Intermediate,Intermediate,None,Beginner,Beginner,Yes,Yes,No,2,Average,Data Analyst,Data Analytics,41.48,Not Placed
3022,21,Female,Data Science,2026,6.36,231,Intermediate,5,No,4,Intermediate,4,No,1,Other,None,Advanced,Intermediate,Advanced,Advanced,Advanced,No,Yes,No,6,Average,Software Developer,Software Development,48.89,Placed
3023,21,Female,ECE,2025,8.0,83,Beginner,10,Yes,4,Intermediate,0,Yes,2,Other,Intermediate,Beginner,Intermediate,Beginner,Intermediate,Intermediate,Yes,Yes,Yes,2,Good,Software Developer,Software Development,50.05,Placed
3024,24,Male,CSE,2028,6.25,166,Intermediate,5,No,1,Basic,0,No,0,None,None,Intermediate,None,Beginner,Intermediate,None,Yes,Yes,No,4,Good,Data Analyst,Data Analytics,30.89,Not Placed
3025,23,Male,IT,2025,7.59,422,Advanced,3,No,5,Advanced,2,Yes,1,Data Analytics,Beginner,None,None,Beginner,None,Advanced,No,Yes,No,2,Average,Data Analyst,Data Analytics,50.51,Not Placed
3026,24,Female,ECE,2028,8.24,80,Beginner,7,No,1,Basic,0,Yes,3,Data Science,Intermediate,Beginner,Advanced,None,Intermediate,None,Yes,Yes,No,2,Excellent,Data Scientist,Data Science,45.28,Not Placed
3027,20,Male,Data Science,2028,7.29,275,Intermediate,14,No,2,Intermediate,1,No,0,None,Intermediate,Beginner,None,Intermediate,Beginner,Advanced,Yes,Yes,No,1,Good,Machine Learning Engineer,AI/ML,41.4,Not Placed
3028,23,Male,ECE,2026,8.05,173,Intermediate,6,No,4,Intermediate,3,Yes,0,None,Intermediate,Intermediate,None,None,Intermediate,Advanced,Yes,Yes,Yes,0,Good,AI Engineer,AI/ML,45.1,Not Placed
3029,22,Male,AI/ML,2027,6.54,549,Advanced,4,Yes,4,Intermediate,3,No,0,None,Intermediate,Advanced,Advanced,None,Advanced,Intermediate,Yes,Yes,No,1,Excellent,Software Developer,Software Development,55.32,Placed
3030,20,Male,ECE,2027,5.84,173,Intermediate,4,No,4,Intermediate,4,Yes,0,None,Advanced,Beginner,Advanced,None,Beginner,Intermediate,No,Yes,No,4,Excellent,Data Analyst,Data Analytics,44.38,Placed
3031,20,Male,IT,2026,8.06,84,Beginner,6,Yes,3,Intermediate,0,Yes,0,None,Beginner,Beginner,None,Intermediate,Intermediate,Beginner,Yes,Yes,No,0,Good,Machine Learning Engineer,AI/ML,38.58,Not Placed
3032,22,Female,CSE,2028,9.24,136,Intermediate,9,No,2,Intermediate,1,No,1,Web Development,Intermediate,Beginner,Beginner,Beginner,Intermediate,None,No,Yes,No,8,Average,Data Scientist,Data Science,45.02,Placed
3033,20,Female,ECE,2027,6.5,54,Beginner,5,No,4,Intermediate,1,No,2,AI/ML,Advanced,None,None,Intermediate,Intermediate,None,Yes,Yes,Yes,4,Good,Data Analyst,Data Analytics,42.31,Placed
3034,23,Male,AI/ML,2027,8.72,220,Intermediate,3,No,4,Intermediate,2,Yes,0,None,Beginner,Intermediate,Beginner,Beginner,Intermediate,Intermediate,Yes,Yes,No,0,Good,Data Analyst,Data Analytics,45.94,Placed
3035,24,Male,AI/ML,2027,7.54,97,Beginner,6,No,5,Advanced,1,Yes,0,None,None,Advanced,None,Beginner,Beginner,Advanced,Yes,Yes,Yes,2,Average,AI Engineer,AI/ML,40.64,Not Placed
3036,20,Male,Data Science,2026,6.16,136,Intermediate,9,No,2,Intermediate,0,No,2,Web Development,Intermediate,None,Beginner,None,Intermediate,None,No,Yes,No,7,Good,Software Developer,Software Development,40.66,Not Placed
3037,23,Female,CSE,2025,6.37,290,Intermediate,8,Yes,3,Intermediate,1,Yes,0,None,Intermediate,Beginner,None,Beginner,Intermediate,Intermediate,Yes,Yes,Yes,0,Good,Data Scientist,Data Science,43.29,Not Placed
3038,21,Male,AI/ML,2025,7.52,49,Beginner,6,No,2,Intermediate,2,Yes,0,None,Beginner,Intermediate,Beginner,Beginner,Beginner,Beginner,No,Yes,Yes,0,Poor,Data Analyst,Data Analytics,30.98,Placed
3039,23,Female,IT,2025,7.1,263,Intermediate,5,No,0,Basic,0,No,1,AI/ML,Beginner,Beginner,Intermediate,Intermediate,Beginner,Intermediate,Yes,Yes,No,0,Good,Machine Learning Engineer,AI/ML,38.44,Not Placed
3040,24,Male,CSE,2025,6.19,34,Beginner,5,Yes,2,Intermediate,0,Yes,1,Other,Beginner,Intermediate,Beginner,Beginner,Beginner,Intermediate,Yes,Yes,No,1,Poor,Data Analyst,Data Analytics,33.09,Not Placed
3041,23,Female,CSE,2025,5.81,123,Intermediate,8,No,3,Intermediate,0,No,1,Data Science,Intermediate,Beginner,Advanced,Beginner,Intermediate,Intermediate,Yes,Yes,Yes,1,Average,Machine Learning Engineer,AI/ML,40.06,Not Placed
3042,22,Male,CSE,2027,6.65,189,Intermediate,4,No,2,Intermediate,2,Yes,0,None,Advanced,Intermediate,Beginner,Intermediate,None,Intermediate,No,Yes,No,1,Good,Data Analyst,Data Analytics,42.34,Not Placed
3043,24,Female,AI/ML,2027,7.69,231,Intermediate,2,No,5,Advanced,2,Yes,1,Data Science,Beginner,Intermediate,Advanced,Intermediate,Beginner,Beginner,Yes,Yes,No,8,Good,Data Scientist,Data Science,55.14,Placed
3044,21,Male,IT,2028,7.49,52,Beginner,6,No,5,Advanced,4,Yes,1,Cloud,Beginner,Advanced,Intermediate,Intermediate,Intermediate,Intermediate,Yes,Yes,Yes,3,Average,Data Scientist,Data Science,47.96,Placed
3045,22,Female,IT,2027,7.0,426,Advanced,4,No,3,Intermediate,0,Yes,1,Data Science,Advanced,Intermediate,Intermediate,Intermediate,Beginner,None,Yes,Yes,No,1,Excellent,Data Analyst,Data Analytics,55.39,Placed
3046,23,Male,ECE,2026,7.7,191,Intermediate,7,No,1,Basic,0,No,1,Cloud,Advanced,Beginner,Beginner,Beginner,Advanced,Intermediate,Yes,Yes,No,0,Poor,Software Developer,Software Development,38.26,Placed
3047,24,Female,Data Science,2028,8.54,233,Intermediate,4,No,1,Basic,0,No,0,None,Beginner,Intermediate,Beginner,Beginner,Intermediate,Beginner,Yes,Yes,Yes,2,Poor,Software Developer,Software Development,35.78,Not Placed
3048,21,Female,CSE,2027,7.89,192,Intermediate,6,Yes,4,Intermediate,4,Yes,1,Other,Intermediate,Intermediate,None,Intermediate,Intermediate,Intermediate,Yes,Yes,No,2,Average,Data Analyst,Data Analytics,49.56,Not Placed
3049,22,Male,ECE,2028,7.38,55,Beginner,4,No,4,Intermediate,1,No,2,Data Science,Beginner,Advanced,Advanced,Intermediate,Beginner,Intermediate,Yes,Yes,No,3,Average,Machine Learning Engineer,AI/ML,44.58,Not Placed
3050,21,Female,IT,2028,8.43,74,Beginner,4,Yes,2,Intermediate,0,Yes,2,Other,Beginner,None,None,None,Intermediate,Advanced,Yes,Yes,No,3,Good,Machine Learning Engineer,AI/ML,43.47,Placed
3051,23,Female,Data Science,2025,6.54,315,Advanced,6,No,6,Advanced,0,Yes,0,None,Intermediate,Intermediate,Beginner,Beginner,None,Intermediate,Yes,Yes,Yes,2,Good,Software Developer,Software Development,51.5,Placed
3052,21,Male,Data Science,2028,7.28,322,Advanced,8,No,3,Intermediate,0,No,3,Other,Intermediate,Intermediate,Beginner,Intermediate,Beginner,Intermediate,Yes,Yes,Yes,3,Good,Data Analyst,Data Analytics,58.09,Placed
3053,20,Male,ECE,2027,7.3,19,Beginner,10,Yes,2,Intermediate,2,No,1,Other,Beginner,Advanced,None,Advanced,Intermediate,Advanced,Yes,Yes,No,2,Average,Data Scientist,Data Science,40.98,Not Placed
3054,22,Male,IT,2025,6.26,218,Intermediate,5,No,2,Intermediate,0,No,0,None,Intermediate,Intermediate,None,Beginner,Beginner,None,Yes,Yes,No,2,Excellent,Machine Learning Engineer,AI/ML,37.69,Not Placed
3055,21,Female,AI/ML,2027,7.08,121,Intermediate,12,Yes,3,Intermediate,3,No,0,None,Intermediate,Intermediate,Beginner,Beginner,Beginner,Beginner,Yes,Yes,Yes,0,Average,Machine Learning Engineer,AI/ML,38.17,Not Placed
3056,23,Female,IT,2025,5.43,183,Intermediate,5,No,1,Basic,0,No,1,Web Development,Advanced,None,Intermediate,Intermediate,Intermediate,Beginner,Yes,Yes,No,0,Good,Data Scientist,Data Science,36.7,Not Placed
3057,23,Male,CSE,2027,9.41,154,Intermediate,8,No,6,Advanced,0,Yes,2,Cloud,Advanced,Intermediate,None,Intermediate,Beginner,Beginner,Yes,Yes,No,2,Good,Machine Learning Engineer,AI/ML,59.03,Placed
3058,21,Male,AI/ML,2025,6.56,152,Intermediate,6,No,4,Intermediate,2,No,1,Other,Intermediate,Intermediate,Beginner,Intermediate,Beginner,None,Yes,Yes,No,5,Good,Data Engineer,Data Engineering,44.1,Not Placed
3059,23,Female,AI/ML,2025,9.09,66,Beginner,9,No,2,Intermediate,2,No,0,None,Intermediate,Intermediate,Advanced,Beginner,Beginner,Intermediate,No,Yes,Yes,3,Average,AI Engineer,AI/ML,39.97,Not Placed
3060,24,Female,CSE,2026,7.54,267,Intermediate,5,No,7,Advanced,7,Yes,0,None,Beginner,Beginner,Intermediate,Intermediate,Beginner,Beginner,Yes,Yes,Yes,5,Good,Software Developer,Software Development,51.89,Not Placed
3061,24,Male,CSE,2027,8.06,84,Beginner,8,No,4,Intermediate,4,Yes,0,None,Intermediate,Beginner,Beginner,Beginner,Intermediate,Intermediate,Yes,Yes,Yes,1,Average,Data Scientist,Data Science,39.38,Not Placed
3062,24,Female,CSE,2028,7.01,119,Intermediate,10,No,3,Intermediate,0,No,0,None,Intermediate,Intermediate,Beginner,Beginner,Advanced,Intermediate,Yes,Yes,Yes,4,Good,Data Engineer,Data Engineering,43.5,Not Placed
3063,20,Male,Data Science,2025,7.71,67,Beginner,7,No,2,Intermediate,1,No,1,Cloud,Intermediate,None,None,None,Intermediate,Intermediate,No,Yes,Yes,2,Average,Machine Learning Engineer,AI/ML,34.42,Not Placed
3064,21,Male,IT,2027,8.15,135,Intermediate,7,No,2,Intermediate,1,No,2,Other,Beginner,Beginner,Beginner,None,Advanced,Intermediate,No,Yes,No,2,Poor,Data Engineer,Data Engineering,40.83,Placed
3065,20,Female,ECE,2025,8.16,44,Beginner,2,Yes,4,Intermediate,0,No,1,Web Development,Intermediate,Intermediate,None,Advanced,Intermediate,Intermediate,Yes,Yes,No,2,Average,Software Developer,Software Development,44.38,Not Placed
3066,23,Male,AI/ML,2026,8.27,87,Beginner,6,No,4,Intermediate,2,No,2,Data Analytics,Intermediate,Beginner,None,None,Intermediate,Beginner,Yes,Yes,No,0,Poor,AI Engineer,AI/ML,37.04,Not Placed
3067,20,Male,Data Science,2026,7.13,266,Intermediate,7,No,5,Advanced,3,Yes,1,AI/ML,Intermediate,Intermediate,Beginner,Intermediate,None,Intermediate,No,Yes,Yes,2,Good,Data Scientist,Data Science,52.45,Placed
3068,23,Male,ECE,2026,7.02,51,Beginner,7,No,0,Basic,0,No,0,None,Beginner,Intermediate,Intermediate,None,Intermediate,Advanced,Yes,Yes,No,1,Average,Data Analyst,Data Analytics,27.8,Not Placed
3069,23,Female,CSE,2026,5.91,217,Intermediate,1,No,3,Intermediate,2,No,0,None,Intermediate,Intermediate,Beginner,Advanced,Intermediate,Advanced,No,Yes,No,1,Average,Software Developer,Software Development,41.28,Not Placed
3070,22,Female,IT,2028,8.02,40,Beginner,6,No,3,Intermediate,2,Yes,0,None,Intermediate,Intermediate,None,Beginner,None,Intermediate,No,Yes,Yes,2,Good,Data Scientist,Data Science,38.54,Not Placed
3071,24,Male,IT,2028,8.58,79,Beginner,8,No,3,Intermediate,1,No,1,Data Science,Beginner,Beginner,Beginner,Intermediate,Intermediate,Intermediate,No,Yes,No,0,Good,Data Scientist,Data Science,40.84,Placed
3072,23,Male,CSE,2025,9.12,81,Beginner,8,Yes,2,Intermediate,1,No,1,AI/ML,Intermediate,Intermediate,Intermediate,Beginner,Beginner,Beginner,Yes,Yes,No,1,Excellent,Data Engineer,Data Engineering,44.96,Not Placed
3073,22,Male,IT,2027,7.81,250,Intermediate,7,No,0,Basic,0,No,0,None,Intermediate,Beginner,Beginner,Intermediate,Intermediate,Beginner,No,Yes,Yes,0,Average,Machine Learning Engineer,AI/ML,36.37,Not Placed
3074,24,Female,IT,2026,6.73,324,Advanced,3,No,1,Basic,1,No,0,None,Beginner,Intermediate,Beginner,Beginner,Intermediate,Advanced,Yes,Yes,No,2,Average,Data Analyst,Data Analytics,39.52,Not Placed
3075,23,Male,CSE,2026,5.8,104,Intermediate,2,No,1,Basic,0,No,0,None,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,No,Yes,Yes,0,Average,Data Analyst,Data Analytics,32.66,Not Placed
3076,23,Female,CSE,2028,8.54,44,Beginner,7,No,3,Intermediate,3,No,0,None,Advanced,Intermediate,Beginner,None,Intermediate,Intermediate,Yes,Yes,Yes,3,Excellent,Data Scientist,Data Science,42.94,Not Placed
3077,20,Male,CSE,2028,5.7,91,Beginner,7,No,3,Intermediate,0,No,2,Data Science,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Yes,Yes,No,0,Good,Software Developer,Software Development,40.26,Not Placed
3078,20,Male,AI/ML,2026,7.16,97,Beginner,5,Yes,2,Intermediate,0,No,0,None,Intermediate,Intermediate,None,Beginner,Intermediate,Intermediate,Yes,Yes,No,3,Good,Data Analyst,Data Analytics,37.67,Not Placed
3079,24,Male,AI/ML,2027,7.28,88,Beginner,8,Yes,3,Intermediate,3,Yes,1,Cybersecurity,Intermediate,Intermediate,Beginner,None,Beginner,Beginner,Yes,Yes,No,7,Average,AI Engineer,AI/ML,41.08,Placed
3080,23,Male,AI/ML,2025,7.43,121,Intermediate,7,Yes,2,Intermediate,2,No,1,Cloud,None,Beginner,None,Beginner,Advanced,Intermediate,Yes,Yes,No,3,Poor,Data Analyst,Data Analytics,37.38,Not Placed
3081,21,Female,CSE,2025,7.54,67,Beginner,6,No,2,Intermediate,1,No,3,Cybersecurity,Advanced,Intermediate,None,Beginner,Intermediate,Beginner,Yes,Yes,No,1,Average,Machine Learning Engineer,AI/ML,42.98,Not Placed
3082,20,Male,ECE,2025,7.64,46,Beginner,8,Yes,2,Intermediate,0,No,1,Other,Intermediate,Beginner,Intermediate,Beginner,None,Intermediate,Yes,Yes,No,2,Excellent,Data Analyst,Data Analytics,40.77,Placed
3083,24,Male,AI/ML,2025,5.08,22,Beginner,5,No,6,Advanced,2,No,1,Data Analytics,Beginner,Beginner,None,Intermediate,Beginner,Intermediate,Yes,Yes,No,0,Average,Machine Learning Engineer,AI/ML,34.19,Not Placed
3084,23,Male,CSE,2027,7.51,242,Intermediate,7,No,1,Basic,1,Yes,0,None,Beginner,Intermediate,Beginner,None,Intermediate,Advanced,Yes,Yes,Yes,4,Good,AI Engineer,AI/ML,41.35,Placed
3085,23,Male,AI/ML,2027,5.27,153,Intermediate,6,No,1,Basic,0,No,2,Cloud,Intermediate,Advanced,None,Advanced,Beginner,Intermediate,No,Yes,No,2,Average,Data Scientist,Data Science,39.94,Not Placed
3086,21,Male,AI/ML,2027,8.23,203,Intermediate,3,No,0,Basic,0,No,0,None,Intermediate,Advanced,Intermediate,Intermediate,Intermediate,Beginner,Yes,Yes,No,2,Poor,Data Engineer,Data Engineering,37.71,Not Placed
3087,24,Male,AI/ML,2028,6.94,184,Intermediate,6,Yes,3,Intermediate,1,Yes,0,None,Intermediate,Beginner,Intermediate,Advanced,Intermediate,None,Yes,Yes,No,0,Average,Machine Learning Engineer,AI/ML,42.44,Placed
3088,23,Male,CSE,2026,5.34,128,Intermediate,5,Yes,3,Intermediate,3,Yes,1,Web Development,None,Intermediate,Beginner,Advanced,None,Beginner,Yes,Yes,Yes,0,Excellent,Data Engineer,Data Engineering,42.8,Not Placed
3089,20,Female,CSE,2027,6.69,121,Intermediate,4,No,1,Basic,1,No,1,Cloud,Advanced,Intermediate,None,Intermediate,Beginner,Intermediate,No,Yes,Yes,8,Excellent,Data Analyst,Data Analytics,46.1,Placed
3090,21,Male,IT,2025,6.93,420,Advanced,4,No,6,Advanced,3,Yes,0,None,Advanced,Beginner,None,None,Advanced,Intermediate,Yes,Yes,Yes,0,Poor,Machine Learning Engineer,AI/ML,49.86,Not Placed
3091,24,Male,ECE,2027,8.69,89,Beginner,4,No,4,Intermediate,0,No,2,Data Science,Advanced,Intermediate,Beginner,Intermediate,Advanced,Intermediate,No,Yes,Yes,8,Average,Data Analyst,Data Analytics,53.42,Not Placed
3092,21,Female,AI/ML,2026,7.7,138,Intermediate,4,No,3,Intermediate,1,No,0,None,Beginner,Intermediate,Beginner,Advanced,Intermediate,None,Yes,Yes,No,7,Average,Data Analyst,Data Analytics,42.17,Placed
3093,20,Male,AI/ML,2028,7.84,96,Beginner,5,Yes,3,Intermediate,2,Yes,0,None,Beginner,Beginner,Intermediate,Intermediate,Intermediate,Advanced,Yes,Yes,Yes,2,Average,Machine Learning Engineer,AI/ML,41.92,Not Placed
3094,24,Male,Data Science,2025,8.68,58,Beginner,0,No,4,Intermediate,0,No,1,Web Development,Advanced,None,Advanced,Intermediate,Intermediate,Intermediate,Yes,No,Yes,0,Poor,Data Analyst,Data Analytics,42.13,Not Placed
3095,21,Male,IT,2028,7.4,540,Advanced,5,Yes,4,Intermediate,1,No,2,Data Science,None,None,None,None,Intermediate,Beginner,No,Yes,No,3,Good,Data Analyst,Data Analytics,50.9,Placed
3096,22,Male,AI/ML,2027,8.25,197,Intermediate,9,No,5,Advanced,3,Yes,2,Cybersecurity,Intermediate,Beginner,Intermediate,Beginner,Intermediate,Beginner,Yes,Yes,No,2,Excellent,Data Analyst,Data Analytics,56.76,Placed
3097,20,Female,ECE,2025,8.18,78,Beginner,5,Yes,1,Basic,0,No,0,None,Intermediate,Beginner,None,Beginner,Beginner,Intermediate,Yes,Yes,Yes,2,Average,Software Developer,Software Development,32.73,Not Placed
